review,rating
"sekian lama memakai ini,al hasil perhari ini tanggal ini saya putus kan untuk meng unnistal apk nya,keluhan terlalu sering ubdate terus seponsor yg tidak beraturan membuat tidak nyaman",3
"Aplikasi Muslim Pro ini hampir sama tampilannya dg Versi pendahulunya tetapi yg Pro lebih lengkap fiturnya,lebih banyak fitur-fitur terkait, seperti penghitungan Zakat sertaendukung peningkatan bahan pengetahuan Islam yg tidak ada pada aplikasi Al-Qur'an lainnya yg perlu disempurnakan pemberitahuan tanda pada batas Ahir yg sudah dibaca serta pencarian kembali halaman yg sudah diberi tanda.",5
cupu ah udah pernah bayar anti iklan tetep aja ada yaudahlah yang namanya bisnis its bisnis shodakoh aja dah LoL,5
iklannya bukan main... jatuhnya ini aplikasi iklan. kocak!,1
bagus,5
"eh sebenernya aku download ini apl buat dengerin adzan sama ngingetin waktu shalat tp kok pas waktu adzan selelu aja ada notif lain maksud nya apa coba, kalo nggak ada notif notif kek gitu ma fiks *5",3
"lumayan lah keno nggo athul2, benengerti wayae sholat Iyo to lurrrt",4
"punten iklannya tolong di kurangi masa udah upgrade ke premium masih ada aja iklannya, untuk fitur bagus maksih semangat buat memperbaiki aplikasinya lagi🙏🙏",5
"tolong lah iklannya jgn sering2 muncul pas mau klik ini itu, mana muncul 1 menit 🥲 dlu aplikasinya oke bgt skrg ga dulu",1
"Aplikasi bermanfaat, tpi iklannya tdk disaring. Iklan2 tidak senono muncul diaplikasi islami. kurang pantas. mohon utk disaring kembali.",2
aku kasih bintang lima aja karna saya muslim,5
sangat membantu mengetahui jadwal-jadwal,5
mudah dan menyenangkan,5
bagus apk nya terimaksihh,5
semoga kita semua bisa bertemu di surga amin.,5
"Lucu banget, udah beli premium malah tiba tiba gabisa dipake dengan keterangan lebih dari satu perangkat. padahal HP cuma 1 dan akun juga ga di pake dimana mana. aneh banget. saya sudah bayar loh",3
Sangat membantu dan manfaatnya banyak sekali,5
"iklan nyaa aduhaiii gak kira""",1
Tingkatkan terus,5
"Aplikasi sangat bermanfaat, tapi arah kiblat sering berubah-ubah pada tempat posisi yang sama,",5
Aplikasinya bagus 👍,5
bagus,5
good app put i need no adds,4
suka sekali sholat sampai umroh,5
"Masya Allah, aplikasi ini sangat membantu. dengan berbagai do'a² yg amat lengkap, aku kasih b 5💐 karena ini bener bener bagus. tapi ada yg bikin agak kesel sedikit yaitu iklan nya, dan tawaran premium, jadi tolong buat developer nya tolong kurangin tawaran nya ya tapi gpp. ini sudah cukup bagus buat kita semua, mulai dari doa, tasbih, doa kebahagian/kesulitan, dll. masih banyak doa doa atau dzikir. dan ada juga buat arah kiblat. pokoknya lengkap deh. jadi buat developer nya yg Semangatt ya💐🙏",5
Sangat bagus!,5
iklan nya ya allohhh...... maaf saya uninstall setelah pemakaian 3 thn lebih,1
sangat membantu,5
iklan nya Masya Allah menguras kesabaran..banyak bnget,3
Selamat tinggal .sekarang pilih adzan saja di batasi.setelah sekian lama uninstall install lagi ternyata sama aja .jam adzan nya ngaco.sudah on dari dulu .alesan mulu pakai clean master .ga punya aku aplikasi itu,1
Ya Allah tuntun aku ke jalan yang lebih baik di dunia maupun diakhirat,5
sebenar nya bermanfaat tapi telalu banyak iklan dan ada yang di kunci kolo kita mau buka kita harus berteman dulu ini mau nuntut ilmu apa berteman sih,3
mudah penggunaannya dan aplikasi bikin pinter juga banyak ilmu dsni,5
bagus banget,5
one of the best apps for moslem,5
masyaallah,5
masyaallah tabarakallah,5
tingkatkan terus,5
sangat menyenangkan,5
Semoga tajwid²nya lebih jelas untuk org² yg baru belajar makhraj,5
sekarang jadi kebanyakan iklan nya,1
"RIBET BANYAK IKLAN, GA RECOMENDASI",1
saran saya sebaiknya di program ulang ini aplikasinya soalnya masih ada sebagian dari ayat nya yang masih kurang tepat penempatan harakatnya terima kasih,3
lengkap dan sangat rekomend utk jadwal sholat dan baca2 alquran,5
alhamdulillah sangat membantu,5
mengerjakan sunnah islam,5
semoga berkah,5
aplikasinya sangat bagus,5
fitur nya makin gajelas ni aplikasi,1
saya sangat kurang puas dengan aplikasi ini karna banyak iklan yang ada di dalamnya,1
MasyaAllah,5
gajelas bnyk iklan,1
bagus,5
good,5
Alhamdulillah bagus aplikasinya,5
aplikasi apa nih udah beli yang premium tp masih susah makenya bentar bentar bayar upgrade sana sini tp belum puas,1
"Kurangi iklannya, astagfirullah.",1
saya sudah berlangganan,5
semoga jadi amal jariyah amin,5
sangat membantu,5
"sudah lama saya pakai apk ini dan tak pernah ada kendala, tapi akhir² ini adzan sering tidak berfungsi, harus instal ulang dulu baru bisa otomatis adzan dan kejadian ini sudah beberapa kali terjadi",4
"makin hari makin parah iklan ny. iklan judol ny ada, aplikasi muslim ada iklan judol 🤦‍♂️🤦‍♂️🤦‍♂️",2
pengingat ibadah terbaik,5
"Iklannya ga ngotak makin banyak. Gratis sih gratis masa iya iklaan sebanyak itu, maruk banget. Maaf setelah pakai 3 tahun hrs sy unistall. Saatnya pindah apk sebelah yg lebih ramah.",3
Sangat bermanfaat,5
kebanyakan iklan... 👎,2
Alhamdulillah,5
sangat bagus buat kita yang lupa waktu sholat 5 waktu,5
butut banyak iklan kaya web ilegal aja,1
Saya suka sekali dengan aplikasi itu tetapi kenapa pas saya search aplikasi yang paling tidak berguna langsung ada tidak ada toleransinya sama sekali playstore,5
Tapi kurangi iklannya,5
"gak rekom lah aplikasi ini, terlalu banyak iklan nya👎👎👎",1
kebanyakan iklan :D,1
sangat bagus,5
kebanyakan iklan adzan ga sesuai buat nyetel murrotal juga gabisa2,2
Alhamdulillah..,5
bagus sekali,5
mantap,5
"aneh ini aplikasi, pas gak premium waktu adzan ga pernh telat. saat premium waktu adzan ga pernah bunyi. parah sih",1
ok mudah dan banyak pilihannya,5
mntap,5
Great app for muslim.👍❤️,5
love you,5
"Awal pake aplikasi ini oke banget, gak ada iklan, mudah digunakan, simple, tapi makin kesini iklan nya na'udzubillah, bentar² update, makin ribet. Tiap mau buka aplikasi harus matiin wifi dulu biar gak emosi liat iklan aneh².",2
bagus banget saya suka semua nya lengkap,5
Iyo Allah amin 🤲🥰 yang,1
Saya kurangi bintangnya Terlalu banyak iklan,1
sangat rekomend untuk mengingatkan waktu bagi yg ingin mendisiplinkan diri untuk memperbaiki sholat,5
"Sangat bagus, berlangganan murah, semoga berkah.. Ammiinn..",5
bagus dan lengkap,5
"Semoga memberi tambahan pencerahan hidup. kenapa kompas arah kiblat TDK bs jln. dulu2 bisa m normal semua, skg sy sdh ikut premium yg biasa 1thn. gimana nich mohon penjelasannya",4
bagus,5
"kata² iklan lu biasa aja dong, pake kata ga mampu segala bange",1
makin banyak iklan males,1
"semua yang saya butuhkan dalam beribadah, ada di muslim pro",5
tolong al qurannya diperbaiki bacaannya seringkali putus dan tanda bacanya banyak yg hilang ini penting banget untuk diperbaiki,3
"Aplikasinya bagus, tapi tolong kalau bisa tambahkan doa para nabi",4
👍,5
Bangus,5
saya sangat menyukai aplikasi ini,5
"buruk, latin masa sama kyk arti, trus banyak huruf alquran tajwij nya gajelas ilang, kepotong setengah dll",1
aplikasi bagus dan berguna serta murah. barakallahu fiikum,5
kenapa adzannya tidak berbunyu padahal sudah di upgrade k,2
program sering eror lagi enak2 ngaji kluar sendiri,2
ingat kan saya sholat,5
"aplikasinya sangat memudahkan saya utk mengingat shalat, ngaji dan ibadah lainnya...keren banget aplikasinya",5
Tayangan iklannya terlalu lama,1
Sudah dilakukan berbayar 1 tahun tapi kenapa masih ada iklannya yg keluar terus. Btw sementara Uninstall dlu. Sukses selalu,2
makin ke sini makin jelek banyak iklan yang nggak jelas dan kadang tidak ada azan otomatis,1
bagus puollllll,5
"arah kiblat tidak akurat, selama ini shalat salah kiblat",1
bagus,5
good apps,5
"Sudah upgrade premium, tetap saja keluar² trus. Terutama pas lagi mau baca quran. Upgrade Hanya menghilangkan iklan saja😔",1
"saya cuma pengen dengerin bacaan Qur'an doang perlu nunggu di download dlu, sebenarnya niat bikin apk gk sih???, klo kek gini kan jdi GK mood lagi dengerinnya, iya klo download nya gk Makai data, TPI klo pake data kan kasian yg kuota nya sisa Dikit, mikir kesitu gk sihh?????,",1
"sekarang banyak bangat iklan nya. tiap kali buka aplikasi iklan muncul sampai dua atau 3 kalo, pas tapi masuk ke kenu lain juga iklan muncul lagi. mengganggu banget lah kalo terlalu banyak gini iklan nya",1
"Bagus cuma ane kok gak bisa ubah suara notifikasi menggunakan nada yg lain, pdahal pengen pakai notif salim bahanan...",4
Aplikasinya bagus tapi kenapa audio tidak bisa di putar dan kenapa banyak iklan dan kenapa donlod surat lama banget,2
"great app but there's to many ads dude, it's making me frustrating",1
sering banget waktu azan ngak ada bunyi..mana iklan ny banyak,2
iklannya banyak banget,1
sudah saya hapus iklan melulu,1
bagus banget,5
"Aplikasi Muslim tapi iklan nya bukan khusus buat muslim, kebanyakan iklan, mau buka notif adzan aja harus nunggu iklan 5 detik, bukan membantu umat muslim malah nyusahin. kasihan",1
"skg byk iklannya apalagi Klo mw buka jadwal solat, terimakasih suka sm fitur-fitur nya",4
good apps,5
bagus,1
aplikasi yang keren,5
terlalu banyak iklan 😌,4
luar biasa iklannya,1
bagus,5
helpful,5
"untuk hanya sekedar melihat jadwal sholat harus banyak iklan, ditambah iklan yang tidak senonoh, padahal aplikasi untuk ibadah tapi iklan nya seperti itu",1
masya Allah,5
kecewa terlalu diganggu banyak iklan iklan terus 😭,1
Subhanallah... Mau Allah Bless this Apps,5
bagus banget,5
Aplikasi yang sangat bermanfaat. partner menuju kebaikan dan biaya langganannya pun murah sekali untuk kegunaan yang sangat banyak,5
alhamdulillah,5
hhhhhhh seru,5
mabruk,5
"saya memakai apk ini sejak 2018, entah kenapa akhir"" ini seperti kurang nyaman saja, apa mungkin karena terlalu banyak, sering muncul iklan setiap mengklik sebuah fitur",2
Alhamdulillah sangat bermanfaat & bersemangat Alhamdulillah Alhamdulillah Alhamdulillah,5
"LUAR BIASA IKLAN NYA , BANYAK SEKALI, SIKIT SIKIT IKLAN HADEHHH",1
pengingat waktu adzan dan waktu sholat,5
uninstal keramean ikaln buka doang mau liat jadwal sholat bisa sampe 3x iklan. kacau,1
kebanyakan iklan,1
"Ini aplikasi apa cuuuuuxxx,,,,,,Jualan iklan kah😡",1
barakallah,5
udah upgrade premium semoga ga ada iklan,5
sangat membantu ❤,5
sangat bgs,5
"iklannya mengganggu Banget, sebenarnya ada iklan gak masalah,yang jadi masalah setiap kali mau liat jadwal sholat selalu ada iklan yang keluar 2 hingga 3 kali(jadi saya harus liat iklan 1,2 hingga 3 kali hanya untuk melihat waktu sholat) untuk iklan gak masalah,tapi tolong dong segera di perbaiki 🙏",3
aku suka dengan aplikasi ini.,5
Terlalu banyak iklan saat membuka aplikasi ini dan durasi iklannya cukup lama,1
banyak iklan emang rata² kali yg bikin orang indo pasti banyak iklan nya hemm,1
"kalau boleh, supaya tayangan video dan MP3 murottal bisa didownload untuk offline",4
makasih,5
allhamdulilah,5
masa kalau mau ada notif adzannya harus langganan dulu wkwkwk dasar aplikasi boreng,1
"setiap mau buka apk, iklannya nauzubillah sekali. akhirnya harus dihapus dari perangkat.",1
banyak bgt iklan nya,4
"kebanyakan iklan, mau buka waktu azan aja 5x iklan",1
iklannya mulai merosahkan,2
kaya iklan indosiar parah ampe kesel,1
ini pasti bagus banget deh soalnya ini kan aplikasi islam jadi pasti amanah aku percaya,5
saya suka,5
oke,5
"Isi Aplikasi y bagus, cuma yg ngurus y tolol, kebanyakan iklan, dan iklan apa saja termasuk yg gak senonoh masuk ke aplikasi ini, malu maluin agama islam ... auto uninstal",1
"ini aplikasi bener bener, mau baca doa aja susah nya minta ampun. iklatnya susah banget di skip. sampai akhirnya di uninstall aja deh, niat mau doa dan ngaji malah disuguhi iklan yg susah d skip parah",1
maaaf iklannya cukup 1 aja di awal..jgn setiap menu muncul iklan.tq,2
kenapa masih ada iklannya. Kan sudah di upgrade premium?,3
kita coba dulu...,3
🅜🅔🅜🅑🅐🅝🅣🅤 🅜🅔🅜🅑🅤🅐🅣 🅟🅞🅢🅘🅣🅘🅕,5
b aja sih kok kalian sampai panjang sih kata kata nya,5
"Bannyak kali iklan nya bos, semak tak guna",1
Sangat berguna untuk agama Islam,5
Terlalu banyak iklan,2
Alhamdulillah bisa diberi tau waktu sholat,5
"Semakin kesini iklan semakin parah tak terkendali, terpaksa sy uninstall saja",1
Mantap,5
aplikasi orang muslim menurut aku sangat bagus sangat membantu untuk belajar alquran,5
"Sangat berfaedah, namun pas orang sudah buka, di aplikasi masih 1menit. Jadi tolong diperbaiki lagi ya.... 🙏🙏🙏",5
"Saya sangat suka dgn apk ini,, Hanya saja semenjak diperbarui dari 1thn yg lalu notif adzan sudah tidak muncul lg. Muncul adzan ketika apk di buka saja🥲🥲🥲 Tolong apakah ada yg bisa kasih penjelasan supaya notif adzan nya muncul lg🙏🏻🙏🏻🙏🏻",3
Applikasi yang sangat bermanfaat..sukran,5
sangat membantu,5
Semoga bermanfaat bagi semua orang,5
"Assalamu'alaikum, admin, pengembang, maaf, alarm adzan tak nyala sudah 3-4 hari ini tak ada bunyi alarm adzan padahal sudah saya setting",5
sangat bagus,5
aku suka banget😭 ini tuh bermanfaat nya ga main main,5
inshaAllah berkah,5
Jadilah seorang hamba Allah yang taat,5
bagus baik la pokoknya,5
terlalu banyak iklan,1
nice apps,5
God job,5
Klo bingung waktu solat tinggal lihat muslim pro. Mantap aplikasinya,5
banyak iklan,3
sangat berguna,5
"Sangat bagus, tapi mungkin bisa diupdare untuk terjemahan sama latinnya pakai ukuran teks tersendiri seperti dulu, supaya tidak terlalu besar mengikuti ukuran alqurannya",5
Iklannya parah gw kasih bintang 2 aja lahh,2
Kebanyakan iklan..menggangu,1
Iklanya terlalu lama menunggu dan kalo mau iklanya TDK ad harus bayar,3
"Maaf ya developer aku pakai aplikasi muslim pro yang sudah di modifikasi untuk semua yang harusnya dibayar menjadi gratis, Mohon Maaf ya developer dan semoga pahala nya sampai ke kalian yaa... dan tahun ini aku sudah membeli versi premium resmi untuk satu tahun semoga kalian memafkan kesalahan ku setelah aku memakai fitur kalian tahun tahun yang lalu ya",5
"Terlalu banyak iklan, padahal lagi terburu buru malah di suruh liat iklan",2
Sangat berguna namun iklan kadang menggangu,5
aplikasi ini bagus... tp setiap sy buka iklan nya banyak yang mampir di hp sy,3
"Udah ga ada lagi Alhamdulillah, mantap sekali",5
Bagus,5
bagus bangaet,5
love this app,5
Sangat membantu sekali Semoga berkah untuk developer nya ya.Aamiin,5
Sangat membantu,5
"terlalu banyak iklan dan trllu lama jeda iklan nya,, maless nungguin open nya",1
"Aq.kasih bintang satu aja d karenakan iklannya mengandung konten 18+, bikin semak aja",1
"aplikasi nya bugus bisa sangat membantu, cuma ada beberapa ayat yang huruf arab nya salah sedangkan ejaan bahasa indonesia nya benar tolong di perbaiki admin",2
"saya sudah lama berlangganan paket premium, namun ada yang harus diperbaiki, ketika mengubah foto profil Kenapa gambar jadi terputar rebah",5
Jelek,1
masyaAllah,5
ada terdapat 1 nama surah yang salah yaitu al-lahab di situ ditulis al-masat naudzubillah kenapa bisa bisanya mengganti nama surah Al-Qur'an,1
"saya mohon bing bingngan tentang memahami pripasi anda,dan saya memang bituh alquran ini",3
"tolong dikurangin iklannya, ini app berguna bgt padahal tp kalo lagi buru buru mau cek jadwal shalat jadi ketahan iklannya banyak bgt dan lama. tolonng yaaaaaaa",2
terlalu banyak iklan,1
josss,5
Bagus Amat,5
Barokallah,5
Update kalian malah jelek.. kembalikan lagi dari awal aja.. itu playlistnya kembalikan dari awal.. lebih mudah menghafal quran dengan cara sebelumnya.. kocaaakkk,1
Barokallah,4
"mau tanya,apa muslim pro tidak tersedia di ios ?",5
Bagus sekali membantu dan mempermudah,5
msyaalah dg penging waktu Takan mudah terlukan bahwa itu adalah panggilan untuk yg maha besar🙏,5
"aplikasi Makin Memburuk Ini Aplikasi Bnyak Iklan , waktu sholat jam 6 Notifikasi Adzan Jam 6:30 , kebanyakan Iklan SAMPAI 5 x iklan, sama Aja Jual Ayat Ini Agama. iklan Pun sampai Berbau Pornografi",1
Bgus.alhamdulillah bsa mmbntuku.,5
yasin nya kok hilang nya,4
Ini sih aplikasi nya bagus buat aku sama adek aku yang masih umur 4 tahun Juga ini di anggap berguna juga sih aku rating 5 ya :),5
Extremely useful for teading Qur'an and finding qiblat for praying,5
"Saya pakai langganan menghilangkan Iklan, eh malah gak bisa dipake harus di upgrade. NYARI DUIT KOK MAKSA. ( SAYA TIDAK MAU DI UPGRADE LAH ) LAYANAN TIDAK BISA DIGUNAKAN LAGI PARAAAAAH",1
Terlalu banyak iklan,1
apk nya kan muslim yaa. kenapa iklan nya Judol(judi online) yang bener aja lah. masa apk buat ibadah. dikasih tontonan iklan judol.,3
Terlalu banyak iklan dan terlalu lama,1
"Tolong untuk developer, saya gak masalah walau aplikasinya banyak iklan, cuma tolong iklannya di sortir lagi, bukan judol dan pinjol, kaya gak pantes aja iklan kaya gitu muncul di aplikasi untuk ibadah",1
Very good application,5
"Ampun iklannya ga kira kira tolong difilter masa aplikasi keagamaan iklannya game online, slot judi, sama lingerie.... terimakasih jika respon",1
Jam waktu sholat ga mau keluar notif,1
Iklanmu judol.. Puarahhh,1
Terlalu banyak iklan,1
sangat membantu sbg pengingat masuk waktu sholat,5
kebanyakan iklan,2
Sangat bagus dan sangat bermanfaat,5
Tes dulu,4
Bagus sekali,5
"Mohon maaf, aplikasi saat ini terlalu banyak iklan. Jadi lumayan terganggu kalau sering jeda iklan. Mohon bisa dievaluasi kembali. Terima kasih",3
Banyak kali iklannya,1
Banyak iklan . Jadi males pindah ke toko sebelah ajah,1
bagus untuk melihat waktu azan dan buka puasa dan aplikasinya bagus sekali,5
"Katanya cuma bayar 15 ribu promo dapat premium dan sudah sy bayar, ternyata aplikasi Muslim Pro nya ga bisa kebuka , harus bayar dulu 277 ribu per tahun Jangan suka nipu dong, ga baik.. apalagi mengatas namakan Islam apalikasinya",1
Tolong ya.ini aplikasi muslim pro..tolong iklan nya yg bermanfaat..bukan iklan pinjol ....kalau masih terus iklan pinjol .mending ku hapus.,1
Iklan sangat buruk,2
Mau liat waktu solat aja harus liat iklan dlu,1
"masyaalloh, best apk",5
Iklannya banyak banget... Org sudah buru mau liat jadwal buka puasa malah dapat double iklan,1
terlalu banyak iklan,3
"Alhamdulilah baik aplikasinya , maaf blum bisa beli yang premium 🙏🏻",5
Oke,5
MEMPERMUDAH KITA UNTUK MEMBACA AL-QUR'AN DI KONDISI SEPERTI LAGI DI JALAN...KEREN👍🏻👍🏼,5
Sangat membantu,5
Sangat membantu untuk ibadah sehari hari,5
BANYAK IKLAN,1
Alhamdulillah... sangat bermanfaat sekali,5
Aflikasi ini sangat penting dan dapat mengingatkan kita pada waktu sholat,5
"Tiba-tiba suruh logout perangkat, aneh banget,, padahal saya cuman pake 1 perangkat, ke detect lebih dari 1, padahal udah d upgrade jadi premium, ehh tetep aja gak ngaruh apa², malah yang ada tetiba gak bisa d akses,",1
Lebih dekat quran kapan saja dan dimana saja,5
"IKLAN NYA TOLONG DI FILTER LAH MASA IKLANNYA APLIKASI MACAM ""MI CHAT"" ASTAGHFIRULLAH GAK PANTES LU PUNYA APLIKASI MAU JADI LADANG CUAN APA PAHALA",1
Waktu adzan nya ga sesuai sama waktu lokal.,1
Kebanyakan iklan,1
"Sudah langganan tanpa iklan, aplikasinya malah tidak bisa dipakai",1
"Dari dulu saya sangat suka menggunakan aplikasi ini, kurang lebih sudah 7 tahun saya menggunakannya. Terima kasih kepada developer yang telah membuat aplikasi ini. Namun sayangnya karena tidak tersedia opsi pembelian premium lifetime di aplikasi ini, saya terpaksa harus beralih ke aplikasi lain.",1
good,5
"banyak iklan, ribet",1
"insya allah berkah, dan semoga daat hidayahnya gusti allah",5
mantap,5
"maa syaa Allah, aplikasi nya sangat bagus, tp itu dulu, skrng Masi bagus si sama aja, cuman iklan nya bikin orng emosi, ga abis², udh kluar masuk lagi iklan lagi, mana ga cuman 1,2 iklannya, sangat di sayang kan",3
semenjak banyak pembaharuan. update tambah banyak iklan nya. dulu gak seperti sekarang. dulu bagus bnget app nya.,1
"Iklan sangat mengganggu, amat sangat banyak sekali iklannya",1
"sekarang kebanyakan iklan, ga kaya dulu",3
"2. Salam Juga Gan.. Masih belum juga gan, setelah email saya infokan sekitar 10 hari lalu",4
Aplikasi kebanyakan iklan,1
Iklannya apa ga disaring ya?ko segala ada iklan judolnya,2
"Tolong min bnyak iklan judi online,sangat membuat risih",1
Jelek banget aplikasinya sekarang Terlalu banyak iklan Mau lihat jadwal buka puasa aja harus nunggu 5 menit karena iklan Buruk banget sekarang aplikasinya,1
Terlalu banyak iklan,1
Good,5
"Ah, saya sudah bayar 15k utk premium setahunnya, loh kenapa minta lagi? Selain saya yg komen soal iklan, karena ini saya yakin ini orang islam ktp atau bukan muslim ownernya, cuan saja di otaknya.",1
waktu adzannya tidak tepat walaupun sudah di atur lokasinya.,1
"Woy admin , aplikasi muslim tp ada iklan judi slot nya , yang bener aja llu gimana sih!!!!!!!!",1
masyallah,5
"Saya sangat mendukung,jujur suka banget",5
Kebanyakan iklan,1
Namanya aja muslim pro dalam aplikasi mah ga pro masih banyak banget iklan,1
Aplikasi yg sangat berguna bagi umat Muslim,5
Udah 4 tahun sy pake apk ini tapi skarang unistal trlalu byk iklannya skarang akhirnya sy pakai apk lain,2
banyak iklan,1
Alhamdulillah sangat membantu,5
"abis bayar, malah gabisa dibuka aplikasinya message nya : tidak boleh dibuka dibeberapa perangkat padahal, aku cuma buka di satu perangkat doang, dan yang terdeteksi sebenarnya juga di satu perangkat doang",1
Sangat berguna sekali,5
Mau liat azan aja harus melewati iklan banyak x,2
Sangat membantu masyaallah,5
"Kebanyakan pop up iklan di ui yang diperlukan, mengganggu user.",1
Alhamdulillah,5
Sngt mmbantu mntap 👍👍👍,5
sangat bagus,5
Aplikasi ini sangat berguna sekali..saya ingin berlangganan tapi pembayarannya ingin melalui transfer melalui no rek..bisa atau tidak ya..🙏🙏😊,5
"Da bayar langganan premium masih ada iklan, Uda saya hapus aplikasinya",1
"Waktu adzan muncul hanya ketika aplikasi dibuka,,dan banyak sekali iklannya jd maaf saya kurangi bintangnya",3
"Saya sudah lama menggunakan apl ini,mula2 ok,azan tepat waktu dan azan nya full,tapi semenjak saya menggunakan HP Oppo azan nya tak sampai 1 menit terus berhenti {tak full},apa masalah nya. Sekarang saya mulai memasang app Muslim pro ini lagi yaitu sejak bln Ramadhan kemarin dengan harapan bisa mendengar kan azan setiap waktu, sehari setelah di pasang ok,azan full setiap waktu,tapi mulai hari ke dua dan seterusnya sampai hari ini azan nya kadang2, padahal saya sudah aktifkan semua izin nya",3
"Sy hapus karena iklanya ga kira""",1
Goodjob....👍👍👍👍👍👍👍👍👍,5
Waktu matahari terbit kok sekarang nggak ada,5
"Bagus buat darus Quran, dan penentuan kiblat saat diliar negeri",5
"Jelek sekali, bagi yang belum instal ,jangan instal!",1
Inshaallah berkah,5
Trmksh kepada yg bikin apl Sukses teruss,5
aplikasi yang sangat berguna dan bermanfaat bagi seluruh umat islam khususnya Indonesia,5
Kami baru mencoba menggunakan aplikasi smg tidak mengecewakan,3
Banyak iklan,1
Sangat bermafaat,5
"Sejauh ini, paling sering pake aplikasi ini untuk pengingat sholat, arah kiblat (karena sy kerjanya kadang harus nginep di hotel di luar kota), dan mengaji. Sampai mau lho langganan premium untuk menghargai developernya. MasyaAllah.",5
Best,5
Dikit dikit update iklan nya bejibun,3
Ok,5
Mantap aplikasinya sangat amat membantu terimakasih tapi iklan nya di ilangin kalo bisa hehe,5
Sangat membantu banget di bulan ramadhan utk ibadah,5
"Masya Allah, terima kasih panduanya",5
Mantul,1
aplikasi jualan yg isinya iklan,1
"Sebenarnya aplikasi nya sudah bagus. Tetapi iklan nya terlalu banyak. Mau melihat jadwal sholat, apalagi jadwal Imsak Shubuh dan Maghrib di saat bulan Ramadhan begini malah bikin ribet karena iklan yang padat beriringan. Iklan boleh saja tapi kurangin lah. Jadi kalau di buat yang urgent lihat jadwal adzan harus nunggu iklan dulu. Selebihnya bermanfaat sekali aplikasinya.. Terima kasih Min..",5
banyak iklan.,3
Allah Akbar subhanallah,5
Terlalu banyak iklan dan intro untuk buka aplikasinya. Padahal kita buka aplikasi karena emang urgenr butuh untuk solat atau baca al-quran.,1
Baik,4
"Aplikasi muslim tapi ada iklan Slot, parah!!",1
"Iklan judol , apk macam apa ini !",1
Aplikasinya bisa kasih tau adzan nanti tiba tiba ada notif,5
"Wow, aplikasi ini sangat membantu saya. Dalam mengingat waktu sholat, mengaji, dan informasi islam yang menarik. Semangat terus🥰🙏🔥",5
Bagus,5
Kok iklannya slot.,1
Saya sudah dari tahun lalu download apk ini.semoga sukses selalu,5
Tepat waktu dan banyak pilihan fitur untuk memudahkan beribadah,5
membatu sangat,5
Uninstallaja lah terlalu banyak iklan,1
Sangat menarik juga Sangat membantu orang islam bessss,5
"Banyak iklan, maaf dengan terpaksa saya uninstall. Masih banyak aplikasi islami lain yang tidak pakai iklan.",1
Bagus,5
🫶🫶🫶,5
Mantab jiwa,5
cara liat halaman yang kita tandain gimana ya?? kok sekarang gak ada?,5
Insya Allah menjadi lebih baik di dunia dan akhirat,5
Kebanyakan nyari duit,1
Bagus,5
HARAP BERHATI HATI dalam menggunakan aplikasi. saya tidak melihat di aplikasi harus menandai fitur lokasi otomatis untuk jadwal salat termasuk berbuka puasa (magrib) dan subuh imsak yg update. Karena kesalahan ini kami harus mengganti puasa selama 10 hari karena waktu masuk nya meleset sebelum waktunya sekitar 2 atau 3 menit dari waktu aslinya. Mohon untuk fitur otomatis lokasi wajib di tandai karena jika tidak tahu menandai maka konsekuensi nya harus mengganti waktu puasa trmksh,1
"Setiap mau buka aplikasinya, selalu banyak iklannya. Pas di back, malah keluar aplikasi. Dibuka lagi, begitu lagi.",4
"ini bagus sy suka banget,",5
Sangat bermanfaat dan lumayan lengkap dan akurat,5
Iklan terlalu bnyak,1
"Kebanyakan iklan nya, jadi saya hapus lagi apl nya",1
Saya banyak belajar dari hal2 baru dari muslim pro terima kasih yg karna telah menciptakan aplikasi ini semoga anda mendapatkan amal jariah dari Allah SWT amin 🙏 saya kecewa setelah mengupgrade paket promo 1Thn harg 15rbu justru ga bisa ke pake kecuali kita upgrade lagi ke harga 59/Tahun dgn alasan batas maximal perangkat padahal perangkat sya cuman 1,2
Aplikasinya bagus.tapi kenapa iklannya judi selot?,3
"Kebanyakn iklan, males, uninstall aja laj",1
"MashaAllah bagus banget, suka sangat membantu..",5
kebanyakan iklan,1
Bagus banget aplikasinya sama fiturnya juga lengkap,5
Loba iklal ajig ayena mah,1
Saya tidak masalah dgn adanya iklan..Tapi jgn jg iklan judol..,3
Terlalu banyak iklan,1
Semoga Orang yang membuat App dan yg terlibat dalamnya diberikan surga-NYA di Ampuni Segala dosa,5
Top dah,5
sudah dihapus tapi kok pembayaran masih berlangsung dan suka potong dana sendiri,1
Kebanyakan iklan dan fiturnya sekarang semakin ribet,1
tolong apa tidak ada pembaca ayat nya syeikh Yasser aldossary padahal saya download aplikasi ini ingin mendengar beliau membaca Ayat ayat alquran dan mengikutinya,5
Banyak iklan ah,1
"Makin kesini makin buanyak iklan, sudah hampir 7tahun pakek aplikasi ini, setelah update update terus malah susah di buka, tertutupi iklan berjibuunnn, gimana sih, update bukannya makin bagus malah kek ngini",2
Sdh lama pakai aplikasi ini tapi sekarang Terlalu banyak iklan jadi saya hapus aplikasinya.,1
"Iklannya terlalu parah, bahkan tampilan waktu sholatnya hanya 3 detik lalu terjeda iklan berulang kali!!!",1
